,property_type,region,area_m2,country,state,city,lat,lon,price_brl,has_city,has_geo,area_missing_flag,geo_resolution,price_per_m2_raw,area_m2_group_median_x,area_m2_imputed,area_imputed_flag,price_per_m2,area_m2_group_median_y,area_m2_group_median
3619,house,Northeast,172.0,Brasil,Ceará,Fortaleza,-3.7418942,-38.5936739,436871.95,1,1,0,2,2539.953197674419,145.0,172.0,0,2539.953197674419,145.0,145.0
3620,apartment,Northeast,125.0,Brasil,Ceará,Fortaleza,-3.737848,-38.517838,561692.5499999999,1,1,0,2,4493.5404,97.0,125.0,0,4493.5404,97.0,97.0
3621,apartment,Northeast,131.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,1678290.5499999998,1,1,0,2,12811.378244274807,97.0,131.0,0,12811.378244274807,97.0,97.0
3622,apartment,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.728506,-38.512775,998564.55,1,1,0,2,8321.37125,97.0,120.0,0,8321.37125,97.0,97.0
3623,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.730263,-38.560987,499282.25,1,1,0,2,7132.603571428572,97.0,70.0,0,7132.603571428572,97.0,97.0
3624,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.7653134,-38.5540466,390064.25,1,1,0,2,6094.75390625,97.0,64.0,0,6094.75390625,97.0,97.0
3625,apartment,Northeast,72.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,655307.95,1,1,0,2,9101.499305555555,97.0,72.0,0,9101.499305555555,97.0,97.0
3626,apartment,Northeast,96.0,Brasil,Ceará,Fortaleza,-3.748406,-38.529655,1045372.25,1,1,0,2,10889.294270833334,97.0,96.0,0,10889.294270833334,97.0,97.0
3627,apartment,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.72187,-38.551979,789703.85,1,1,0,2,8774.487222222222,97.0,90.0,0,8774.487222222222,97.0,97.0
3628,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.7347,-38.496689,686513.1,1,1,0,2,10726.7671875,97.0,64.0,0,10726.7671875,97.0,97.0
3629,apartment,Northeast,68.0,Brasil,Ceará,Fortaleza,-3.795329,-38.487621,421269.4,1,1,0,2,6195.138235294118,97.0,68.0,0,6195.138235294118,97.0,97.0
3630,house,Northeast,180.0,Brasil,Ceará,Fortaleza,-3.806473,-38.469219,826936.25,1,1,0,2,4594.090277777777,145.0,180.0,0,4594.090277777777,145.0,145.0
3631,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,936154.25,1,1,0,2,13373.632142857143,97.0,70.0,0,13373.632142857143,97.0,97.0
3632,apartment,Northeast,73.0,Brasil,Ceará,Fortaleza,-3.7987994,-38.4925034,795731.1,1,1,0,2,10900.42602739726,97.0,73.0,0,10900.42602739726,97.0,97.0
3633,apartment,Northeast,116.0,Brasil,Ceará,Fortaleza,-3.75084,-38.461456,1388628.8,1,1,0,2,11970.937931034483,97.0,116.0,0,11970.937931034483,97.0,97.0
3634,apartment,Northeast,200.0,Brasil,Ceará,Fortaleza,-3.748738,-38.499027,1638269.95,1,1,0,2,8191.349749999999,97.0,200.0,0,8191.349749999999,97.0,97.0
3635,apartment,Northeast,62.0,Brasil,Ceará,Fortaleza,-3.7347,-38.496689,686513.1,1,1,0,2,11072.79193548387,97.0,62.0,0,11072.79193548387,97.0,97.0
3636,apartment,Northeast,75.0,Brasil,Ceará,Fortaleza,-3.741709,-38.511925,390064.25,1,1,0,2,5200.856666666667,97.0,75.0,0,5200.856666666667,97.0,97.0
3637,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,525806.65,1,1,0,2,8089.333076923077,97.0,65.0,0,8089.333076923077,97.0,97.0
3638,apartment,Northeast,78.0,Brasil,Ceará,Fortaleza,-3.7602855,-38.4880104,912037.35,1,1,0,2,11692.786538461538,97.0,78.0,0,11692.786538461538,97.0,97.0
3639,apartment,Northeast,116.0,Brasil,Ceará,Fortaleza,-3.7481821,-38.4946628,842538.85,1,1,0,2,7263.265948275862,97.0,116.0,0,7263.265948275862,97.0,97.0
3640,apartment,Northeast,145.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1248205.7000000002,1,1,0,2,8608.315172413795,97.0,145.0,0,8608.315172413795,97.0,97.0
3641,apartment,Northeast,97.0,Brasil,Ceará,Fortaleza,-3.7544046,-38.5254241,826936.25,1,1,0,2,8525.115979381444,97.0,97.0,0,8525.115979381444,97.0,97.0
3642,apartment,Northeast,210.0,Brasil,Ceará,Fortaleza,-3.733956,-38.492195,2106347.1,1,1,0,2,10030.224285714286,97.0,210.0,0,10030.224285714286,97.0,97.0
3643,apartment,Northeast,101.0,Brasil,Ceará,Fortaleza,,,834737.55,1,0,0,2,8264.728217821783,97.0,101.0,0,8264.728217821783,97.0,97.0
3644,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.741229,-38.477791,592897.7,1,1,0,2,8469.967142857142,97.0,70.0,0,8469.967142857142,97.0,97.0
3645,apartment,Northeast,56.0,Brasil,Ceará,Fortaleza,-3.819476,-38.492878,381997.75,1,1,0,2,6821.388392857143,97.0,56.0,0,6821.388392857143,97.0,97.0
3646,apartment,Northeast,65.0,Brasil,Ceará,Fortaleza,-3.819476,-38.492878,442479.55000000005,1,1,0,2,6807.377692307693,97.0,65.0,0,6807.377692307693,97.0,97.0
3647,apartment,Northeast,124.0,Brasil,Ceará,Fortaleza,-3.732693,-38.504745,1482244.25,1,1,0,2,11953.582661290322,97.0,124.0,0,11953.582661290322,97.0,97.0
3648,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.740506,-38.562442,404106.55,1,1,0,2,5772.950714285714,97.0,70.0,0,5772.950714285714,97.0,97.0
3649,house,Northeast,140.0,Brasil,Ceará,Eusébio,,,826936.25,1,0,0,2,5906.6875,145.0,140.0,0,5906.6875,145.0,145.0
3650,apartment,Northeast,62.0,Brasil,Ceará,Fortaleza,-3.770715,-38.588726,395337.94999999995,1,1,0,2,6376.418548387096,97.0,62.0,0,6376.418548387096,97.0,97.0
3651,apartment,Northeast,135.0,Brasil,Ceará,Fortaleza,-3.753562,-38.50864,608500.25,1,1,0,2,4507.40925925926,97.0,135.0,0,4507.40925925926,97.0,97.0
3652,house,Northeast,155.0,Brasil,Ceará,Fortaleza,-3.734301,-38.542679,600698.95,1,1,0,2,3875.4770967741933,145.0,155.0,0,3875.4770967741933,145.0,145.0
3653,apartment,Northeast,112.0,Brasil,Ceará,Fortaleza,-3.728506,-38.512775,748923.3999999999,1,1,0,2,6686.8160714285705,97.0,112.0,0,6686.8160714285705,97.0,97.0
3654,apartment,Northeast,189.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,2211992.1,1,1,0,2,11703.661904761906,97.0,189.0,0,11703.661904761906,97.0,97.0
3655,apartment,Northeast,152.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,1779379.5999999999,1,1,0,2,11706.444736842104,97.0,152.0,0,11706.444736842104,97.0,97.0
3656,apartment,Northeast,152.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,1326218.55,1,1,0,2,8725.122039473685,97.0,152.0,0,8725.122039473685,97.0,97.0
3657,apartment,Northeast,145.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1705476.5,1,1,0,2,11761.906896551724,97.0,145.0,0,11761.906896551724,97.0,97.0
3658,apartment,Northeast,61.0,Brasil,Ceará,Fortaleza,,,533305.2,1,0,0,2,8742.70819672131,97.0,61.0,0,8742.70819672131,97.0,97.0
3659,apartment,Northeast,67.0,Brasil,Ceará,Fortaleza,-3.75609,-38.596596,626619.5,1,1,0,2,9352.529850746268,97.0,67.0,0,9352.529850746268,97.0,97.0
3660,apartment,Northeast,57.0,Brasil,Ceará,Fortaleza,-3.75609,-38.596596,540320.15,1,1,0,2,9479.300877192984,97.0,57.0,0,9479.300877192984,97.0,97.0
3661,apartment,Northeast,67.0,Brasil,Ceará,Fortaleza,-3.75609,-38.596596,421269.4,1,1,0,2,6287.602985074627,97.0,67.0,0,6287.602985074627,97.0,97.0
3662,house,Northeast,166.0,Brasil,Ceará,Fortaleza,-3.795882,-38.477108,936154.25,1,1,0,2,5639.483433734939,145.0,166.0,0,5639.483433734939,145.0,145.0
3663,apartment,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.766579,-38.492878,1170192.8,1,1,0,2,7801.285333333333,97.0,150.0,0,7801.285333333333,97.0,97.0
3664,apartment,Northeast,129.0,Brasil,Ceará,Fortaleza,-3.794777,-38.498131,936154.25,1,1,0,2,7257.009689922481,97.0,129.0,0,7257.009689922481,97.0,97.0
3665,house,Northeast,240.0,Brasil,Ceará,Fortaleza,-3.788293,-38.466591,1092179.95,1,1,0,2,4550.749791666666,145.0,240.0,0,4550.749791666666,145.0,145.0
3666,house,Northeast,140.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,616301.55,1,1,0,2,4402.153928571429,145.0,140.0,0,4402.153928571429,145.0,145.0
3667,house,Northeast,140.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,616301.55,1,1,0,2,4402.153928571429,145.0,140.0,0,4402.153928571429,145.0,145.0
3668,house,Northeast,135.0,Brasil,Ceará,Fortaleza,-3.8090542,-38.5602605,514884.85,1,1,0,2,3813.961851851852,145.0,135.0,0,3813.961851851852,145.0,145.0
3669,house,Northeast,110.0,Brasil,Ceará,Fortaleza,,,457155.3,1,0,0,2,4155.9572727272725,145.0,110.0,0,4155.9572727272725,145.0,145.0
3670,house,Northeast,120.0,Brasil,Ceará,Caucaia,-3.693092,-38.654736,452474.55000000005,1,1,0,2,3770.6212500000006,145.0,120.0,0,3770.6212500000006,145.0,145.0
3671,apartment,Northeast,73.0,Brasil,Ceará,Fortaleza,-3.731695,-38.488731,904949.1000000001,1,1,0,2,12396.563013698631,97.0,73.0,0,12396.563013698631,97.0,97.0
3672,apartment,Northeast,134.0,Brasil,Ceará,Fortaleza,-3.728173,-38.496777,936154.25,1,1,0,2,6986.225746268657,97.0,134.0,0,6986.225746268657,97.0,97.0
3673,apartment,Northeast,53.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,655307.95,1,1,0,2,12364.300943396225,97.0,53.0,0,12364.300943396225,97.0,97.0
3674,apartment,Northeast,115.0,Brasil,Ceará,Fortaleza,-3.794777,-38.498131,452474.55000000005,1,1,0,2,3934.5613043478265,97.0,115.0,0,3934.5613043478265,97.0,97.0
3675,house,Northeast,138.0,Brasil,Ceará,Fortaleza,-3.8210615,-38.4770738,499282.25,1,1,0,2,3617.9873188405795,145.0,138.0,0,3617.9873188405795,145.0,145.0
3676,house,Northeast,180.0,Brasil,Ceará,Fortaleza,-3.794777,-38.498131,686513.1,1,1,0,2,3813.9616666666666,145.0,180.0,0,3813.9616666666666,145.0,145.0
3677,house,Northeast,130.0,Brasil,Ceará,Fortaleza,-3.7906499,-38.46507,873743.9500000001,1,1,0,2,6721.1073076923085,145.0,130.0,0,6721.1073076923085,145.0,145.0
3678,house,Northeast,137.0,Brasil,Ceará,Fortaleza,-3.7906499,-38.46507,655307.95,1,1,0,2,4783.269708029196,145.0,137.0,0,4783.269708029196,145.0,145.0
3679,house,Northeast,240.0,Brasil,Ceará,Fortaleza,,,1092179.95,1,0,0,2,4550.749791666666,145.0,240.0,0,4550.749791666666,145.0,145.0
3680,apartment,Northeast,75.0,Brasil,Ceará,Fortaleza,-3.741709,-38.511925,826936.25,1,1,0,2,11025.816666666668,97.0,75.0,0,11025.816666666668,97.0,97.0
3681,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.807199,-38.494484,702115.7000000001,1,1,0,2,10030.224285714286,97.0,70.0,0,10030.224285714286,97.0,97.0
3682,apartment,Northeast,174.0,Brasil,Ceará,Fortaleza,-3.73771,-38.475487,686513.1,1,1,0,2,3945.4775862068964,97.0,174.0,0,3945.4775862068964,97.0,97.0
3683,house,Northeast,154.0,Brasil,Ceará,Fortaleza,-3.792708,-38.458126,733320.8500000001,1,1,0,2,4761.823701298702,145.0,154.0,0,4761.823701298702,145.0,145.0
3684,house,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.816698,-38.545414,390064.25,1,1,0,2,4535.6308139534885,145.0,86.0,0,4535.6308139534885,145.0,145.0
3685,apartment,Northeast,57.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,670910.5499999999,1,1,0,2,11770.360526315788,97.0,57.0,0,11770.360526315788,97.0,97.0
3686,apartment,Northeast,80.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,748923.3999999999,1,1,0,2,9361.5425,97.0,80.0,0,9361.5425,97.0,97.0
3687,apartment,Northeast,127.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,936154.25,1,1,0,2,7371.293307086614,97.0,127.0,0,7371.293307086614,97.0,97.0
3688,house,Northeast,205.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,1193596.7,1,1,0,2,5822.422926829268,145.0,205.0,0,5822.422926829268,145.0,145.0
3689,house,Northeast,180.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,990763.25,1,1,0,2,5504.240277777778,145.0,180.0,0,5504.240277777778,145.0,145.0
3690,apartment,Northeast,85.0,Brasil,Ceará,Fortaleza,-3.738561,-38.508968,780128.5499999999,1,1,0,2,9177.98294117647,97.0,85.0,0,9177.98294117647,97.0,97.0
3691,apartment,Northeast,95.0,Brasil,Ceará,Fortaleza,,,1014167.1000000001,1,0,0,2,10675.443157894737,97.0,95.0,0,10675.443157894737,97.0,97.0
3692,apartment,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.73771,-38.475487,739151.5,1,1,0,2,8212.794444444444,97.0,90.0,0,8212.794444444444,97.0,97.0
3693,apartment,Northeast,119.0,Brasil,Ceará,Fortaleza,,,936822.05,1,0,0,2,7872.454201680673,97.0,119.0,0,7872.454201680673,97.0,97.0
3694,apartment,Northeast,118.0,Brasil,Ceará,Fortaleza,-3.73771,-38.475487,927154.7,1,1,0,2,7857.243220338983,97.0,118.0,0,7857.243220338983,97.0,97.0
3695,house,Northeast,138.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,839418.3,1,1,0,2,6082.741304347826,145.0,138.0,0,6082.741304347826,145.0,145.0
3696,house,Northeast,95.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,631904.1000000001,1,1,0,2,6651.622105263159,145.0,95.0,0,6651.622105263159,145.0,145.0
3697,house,Northeast,158.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,943955.5499999999,1,1,0,2,5974.402215189873,145.0,158.0,0,5974.402215189873,145.0,145.0
3698,house,Northeast,77.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,421113.35,1,1,0,2,5469.004545454545,145.0,77.0,0,5469.004545454545,145.0,145.0
3699,apartment,Northeast,104.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,624102.8500000001,1,1,0,2,6000.988942307693,97.0,104.0,0,6000.988942307693,97.0,97.0
3700,apartment,Northeast,82.0,Brasil,Ceará,Fortaleza,-3.767818,-38.492821,787929.85,1,1,0,2,9608.900609756098,97.0,82.0,0,9608.900609756098,97.0,97.0
3701,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.237641,-39.319938,1060974.8,1,1,0,2,10609.748,97.0,100.0,0,10609.748,97.0,97.0
3702,apartment,Northeast,100.0,Brasil,Ceará,Juazeiro do Norte,-7.244396,-39.313096,1011701.9,1,1,0,2,10117.019,97.0,100.0,0,10117.019,97.0,97.0
3703,house,Northeast,224.0,Brasil,Ceará,Juazeiro do Norte,-7.245763,-39.313516,1704437.85,1,1,0,2,7609.097544642857,145.0,224.0,0,7609.097544642857,145.0,145.0
3704,apartment,Northeast,63.0,Brasil,Ceará,Juazeiro do Norte,-7.229036,-39.312446,423942.1,1,1,0,2,6729.239682539682,97.0,63.0,0,6729.239682539682,97.0,97.0
3705,house,Northeast,160.0,Brasil,Ceará,Fortaleza,-3.7856567,-38.4871496,748923.3999999999,1,1,0,2,4680.77125,145.0,160.0,0,4680.77125,145.0,145.0
3706,house,Northeast,173.0,Brasil,Ceará,Fortaleza,,,514884.85,1,0,0,2,2976.2130057803465,145.0,173.0,0,2976.2130057803465,145.0,145.0
3707,house,Northeast,206.0,Brasil,Ceará,Fortaleza,-3.795253,-38.566418,1060974.8,1,1,0,2,5150.363106796117,145.0,206.0,0,5150.363106796117,145.0,145.0
3708,apartment,Northeast,85.0,Brasil,Ceará,Fortaleza,-3.741186,-38.5690362,773309.75,1,1,0,2,9097.761764705883,97.0,85.0,0,9097.761764705883,97.0,97.0
3709,house,Northeast,218.0,Brasil,Ceará,Fortaleza,-3.739817,-38.555347,1716282.8,1,1,0,2,7872.856880733945,145.0,218.0,0,7872.856880733945,145.0,145.0
3710,apartment,Northeast,75.0,Brasil,Ceará,Fortaleza,,,766170.5,1,0,0,2,10215.606666666667,97.0,75.0,0,10215.606666666667,97.0,97.0
3711,apartment,Northeast,121.0,Brasil,Ceará,Fortaleza,-3.729989,-38.551979,1232603.1,1,1,0,2,10186.802479338843,97.0,121.0,0,10186.802479338843,97.0,97.0
3712,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.807199,-38.494484,754000.45,1,1,0,2,10771.435,97.0,70.0,0,10771.435,97.0,97.0
3713,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.807199,-38.494484,741158.0,1,1,0,2,10587.971428571429,97.0,70.0,0,10587.971428571429,97.0,97.0
3714,house,Northeast,200.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,811361.75,1,1,0,2,4056.80875,145.0,200.0,0,4056.80875,145.0,145.0
3715,apartment,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.807199,-38.494484,971038.5,1,1,0,2,11291.14534883721,97.0,86.0,0,11291.14534883721,97.0,97.0
3716,apartment,Northeast,59.0,Brasil,Ceará,Fortaleza,-3.807199,-38.494484,637613.1,1,1,0,2,10807.001694915254,97.0,59.0,0,10807.001694915254,97.0,97.0
3717,house,Northeast,214.0,Brasil,Ceará,Fortaleza,-3.7233582,-38.5526315,499282.25,1,1,0,2,2333.0946261682243,145.0,214.0,0,2333.0946261682243,145.0,145.0
3718,apartment,Northeast,73.0,Brasil,Ceará,Fortaleza,-3.807263,-38.492878,782334.75,1,1,0,2,10716.914383561643,97.0,73.0,0,10716.914383561643,97.0,97.0
3719,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.716053,-38.546726,594977.5,1,1,0,2,8499.67857142857,97.0,70.0,0,8499.67857142857,97.0,97.0
3720,apartment,Northeast,120.0,Brasil,Ceará,Fortaleza,-3.807263,-38.492878,1334569.05,1,1,0,2,11121.40875,97.0,120.0,0,11121.40875,97.0,97.0
3721,apartment,Northeast,91.0,Brasil,Ceará,Fortaleza,-3.807263,-38.492878,1011984.2999999999,1,1,0,2,11120.706593406592,97.0,91.0,0,11120.706593406592,97.0,97.0
3722,apartment,Northeast,58.0,Brasil,Ceará,Fortaleza,-3.807263,-38.492878,601393.3,1,1,0,2,10368.85,97.0,58.0,0,10368.85,97.0,97.0
3723,apartment,Northeast,100.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,1248205.7000000002,1,1,0,2,12482.057000000003,97.0,100.0,0,12482.057000000003,97.0,97.0
3724,apartment,Northeast,100.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,1014167.1000000001,1,1,0,2,10141.671,97.0,100.0,0,10141.671,97.0,97.0
3725,apartment,Northeast,130.0,Brasil,Ceará,Fortaleza,-3.748288,-38.469052,1716282.8,1,1,0,2,13202.175384615384,97.0,130.0,0,13202.175384615384,97.0,97.0
3726,apartment,Northeast,145.0,Brasil,Ceará,Fortaleza,-3.750421,-38.462497,1357423.7,1,1,0,2,9361.54275862069,97.0,145.0,0,9361.54275862069,97.0,97.0
3727,apartment,Northeast,116.0,Brasil,Ceará,Fortaleza,-3.750421,-38.462497,1295013.4,1,1,0,2,11163.908620689654,97.0,116.0,0,11163.908620689654,97.0,97.0
3728,apartment,Northeast,81.0,Brasil,Ceará,Fortaleza,-3.724562,-38.486015,577295.1,1,1,0,2,7127.099999999999,97.0,81.0,0,7127.099999999999,97.0,97.0
3729,apartment,Northeast,87.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,670910.5499999999,1,1,0,2,7711.615517241378,97.0,87.0,0,7711.615517241378,97.0,97.0
3730,house,Northeast,90.0,Brasil,Ceará,Fortaleza,-3.823703,-38.472889,546089.9500000001,1,1,0,2,6067.666111111112,145.0,90.0,0,6067.666111111112,145.0,145.0
3731,apartment,Northeast,91.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,748923.3999999999,1,1,0,2,8229.927472527472,97.0,91.0,0,8229.927472527472,97.0,97.0
3732,apartment,Northeast,122.0,Brasil,Ceará,Fortaleza,-3.743245,-38.497288,1076577.4000000001,1,1,0,2,8824.404918032787,97.0,122.0,0,8824.404918032787,97.0,97.0
3733,apartment,Northeast,63.0,Brasil,Ceará,Fortaleza,-3.7325631,-38.4857996,374461.69999999995,1,1,0,2,5943.836507936508,97.0,63.0,0,5943.836507936508,97.0,97.0
3734,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.8079797,-38.496936,608500.25,1,1,0,2,8692.860714285714,97.0,70.0,0,8692.860714285714,97.0,97.0
3735,apartment,Northeast,122.0,Brasil,Ceará,Fortaleza,-3.743245,-38.497288,1014167.1000000001,1,1,0,2,8312.845081967214,97.0,122.0,0,8312.845081967214,97.0,97.0
3736,apartment,Northeast,169.0,Brasil,Ceará,Fortaleza,-3.760486,-38.488823,1326218.55,1,1,0,2,7847.447041420119,97.0,169.0,0,7847.447041420119,97.0,97.0
3737,house,Northeast,170.0,Brasil,Ceará,Fortaleza,-3.747797,-38.504154,2028334.25,1,1,0,2,11931.37794117647,145.0,170.0,0,11931.37794117647,145.0,145.0
3738,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.726883,-38.49419,624102.8500000001,1,1,0,2,9751.607031250001,97.0,64.0,0,9751.607031250001,97.0,97.0
3739,apartment,Northeast,78.0,Brasil,Ceará,Fortaleza,-3.731695,-38.488731,967359.4,1,1,0,2,12402.043589743591,97.0,78.0,0,12402.043589743591,97.0,97.0
3740,apartment,Northeast,72.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,452474.55000000005,1,1,0,2,6284.368750000001,97.0,72.0,0,6284.368750000001,97.0,97.0
3741,house,Northeast,250.0,Brasil,Ceará,Eusébio,-3.884189,-38.463963,2184359.95,1,1,0,2,8737.4398,145.0,250.0,0,8737.4398,145.0,145.0
3742,apartment,Northeast,87.0,Brasil,Ceará,Fortaleza,-3.7645652,-38.541062,374461.69999999995,1,1,0,2,4304.157471264367,97.0,87.0,0,4304.157471264367,97.0,97.0
3743,apartment,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.743245,-38.497288,1711602.0499999998,1,1,0,2,11410.680333333332,97.0,150.0,0,11410.680333333332,97.0,97.0
3744,apartment,Northeast,210.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,2184359.95,1,1,0,2,10401.714047619049,97.0,210.0,0,10401.714047619049,97.0,97.0
3745,house,Northeast,121.0,Brasil,Ceará,Fortaleza,-3.722396,-38.571007,561692.5499999999,1,1,0,2,4642.087190082644,145.0,121.0,0,4642.087190082644,145.0,145.0
3746,apartment,Northeast,84.0,Brasil,Ceará,Fortaleza,-3.724844,-38.572979,858141.4,1,1,0,2,10215.969047619048,97.0,84.0,0,10215.969047619048,97.0,97.0
3747,apartment,Northeast,165.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,2028334.25,1,1,0,2,12292.934848484849,97.0,165.0,0,12292.934848484849,97.0,97.0
3748,apartment,Northeast,150.0,Brasil,Ceará,Fortaleza,-3.74446,-38.496861,1638269.95,1,1,0,2,10921.799666666666,97.0,150.0,0,10921.799666666666,97.0,97.0
3749,apartment,Northeast,64.0,Brasil,Ceará,Fortaleza,-3.742591,-38.5047,733320.8500000001,1,1,0,2,11458.138281250001,97.0,64.0,0,11458.138281250001,97.0,97.0
3750,apartment,Northeast,241.0,Brasil,Ceará,Fortaleza,-3.733342,-38.494102,1997129.1,1,1,0,2,8286.842738589212,97.0,241.0,0,8286.842738589212,97.0,97.0
3751,apartment,Northeast,105.0,Brasil,Ceará,Fortaleza,,,655307.95,1,0,0,2,6241.0280952380945,97.0,105.0,0,6241.0280952380945,97.0,97.0
3752,apartment,Northeast,86.0,Brasil,Ceará,Fortaleza,-3.807263,-38.492878,702115.7000000001,1,1,0,2,8164.136046511629,97.0,86.0,0,8164.136046511629,97.0,97.0
3753,apartment,Northeast,104.0,Brasil,Ceará,Fortaleza,,,1014167.1000000001,1,0,0,2,9751.606730769232,97.0,104.0,0,9751.606730769232,97.0,97.0
3754,house,Northeast,250.0,Brasil,Ceará,Eusébio,-3.824096,-38.421714,1685077.7,1,1,0,2,6740.3108,145.0,250.0,0,6740.3108,145.0,145.0
3755,apartment,Northeast,75.0,Brasil,Ceará,Beberibe,-4.18258,-38.088495,436871.95,1,1,0,2,5824.959333333333,97.0,75.0,0,5824.959333333333,97.0,97.0
3756,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.7575701,-38.5511514,390064.25,1,1,0,2,6501.070833333333,97.0,60.0,0,6501.070833333333,97.0,97.0
3757,apartment,Northeast,56.0,Brasil,Ceará,Fortaleza,-3.737219,-38.535545,624102.8500000001,1,1,0,2,11144.693750000002,97.0,56.0,0,11144.693750000002,97.0,97.0
3758,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.7368765,-38.505031,421269.4,1,1,0,2,6018.134285714286,97.0,70.0,0,6018.134285714286,97.0,97.0
3759,apartment,Northeast,126.0,Brasil,Ceará,Fortaleza,-3.747069,-38.477108,1014167.1000000001,1,1,0,2,8048.945238095239,97.0,126.0,0,8048.945238095239,97.0,97.0
3760,apartment,Northeast,60.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,405666.85,1,1,0,2,6761.114166666666,97.0,60.0,0,6761.114166666666,97.0,97.0
3761,apartment,Northeast,60.0,Brasil,Ceará,Aquiraz,-3.999737,-38.442928,702115.7000000001,1,1,0,2,11701.928333333335,97.0,60.0,0,11701.928333333335,97.0,97.0
3762,apartment,Northeast,100.0,Brasil,Ceará,Fortaleza,-3.734332,-38.487621,670910.5499999999,1,1,0,2,6709.1055,97.0,100.0,0,6709.1055,97.0,97.0
3763,apartment,Northeast,130.0,Brasil,Ceará,Fortaleza,-3.732433,-38.5047,920551.7,1,1,0,2,7081.166923076923,97.0,130.0,0,7081.166923076923,97.0,97.0
3764,apartment,Northeast,70.0,Brasil,Ceará,Fortaleza,-3.722278,-38.465279,436871.95,1,1,0,2,6241.027857142857,97.0,70.0,0,6241.027857142857,97.0,97.0
3765,house,Northeast,95.0,Brasil,Ceará,Fortaleza,-3.822999,-38.552631,390064.25,1,1,0,2,4105.9394736842105,145.0,95.0,0,4105.9394736842105,145.0,145.0
3766,apartment,Northeast,98.0,Brasil,Ceará,Caucaia,-3.6275773,-38.7328914,1088483.7,1,1,0,2,11106.976530612244,97.0,98.0,0,11106.976530612244,97.0,97.0
3767,apartment,Northeast,84.0,Brasil,Ceará,Fortaleza,-3.7408356,-38.4797356,1162457.05,1,1,0,2,13838.774404761905,97.0,84.0,0,13838.774404761905,97.0,97.0
3768,apartment,Northeast,105.0,Brasil,Ceará,Fortaleza,-3.7408356,-38.4797356,1221604.85,1,1,0,2,11634.331904761906,97.0,105.0,0,11634.331904761906,97.0,97.0
3769,apartment,Northeast,62.0,Brasil,Ceará,Fortaleza,-3.749134,-38.5294162,667398.3999999999,1,1,0,2,10764.490322580643,97.0,62.0,0,10764.490322580643,97.0,97.0
